id,name,common_name,messier_id,caldwell_id,ra_deg,dec_deg,type,mag,size_arcmin,surface_brightness,tags
ESO269-057,ESO269-057,,,,197.518458,-46.437333,galaxy,11.86,2.92,23.76,
ESO270-017,ESO270-017,Fourcade-Figueroa,,,203.697083,-45.547500,galaxy,11.72,6.46,24.00,
ESO273-014,ESO273-014,,,,224.626542,-47.698944,galaxy,11.96,4.17,24.77,
ESO274-001,ESO274-001,,,,228.557667,-46.807944,galaxy,11.19,5.66,23.86,
ESO311-012,ESO311-012,,,,116.891875,-41.452139,galaxy,11.83,2.54,24.36,
ESO351-030,ESO351-030,Sculptor Dwarf Elliptical,,,15.038958,-33.709028,galaxy,8.60,15.26,19.51,
ESO356-004,ESO356-004,Fornax Dwarf Spheroidal,,,39.997208,-34.449194,galaxy,7.40,11.68,23.42,
ESO358-063,ESO358-063,,,,56.579208,-34.943556,galaxy,11.89,2.76,23.44,
ESO373-008,ESO373-008,,,,143.339625,-33.033500,galaxy,11.93,2.35,23.17,
ESO380-001,ESO380-001,,,,183.688000,-35.509806,galaxy,11.89,1.88,23.09,
ESO380-006,ESO380-006,,,,183.892792,-35.629750,galaxy,11.54,2.62,23.57,
ESO383-087,ESO383-087,,,,207.322917,-36.063444,galaxy,10.91,3.79,22.97,
ESO390-006,ESO390-006,,,,247.167083,-35.353611,globular_cluster,12.00,5.40,,
ESO428-011,ESO428-011,,,,108.880333,-29.359028,galaxy,11.89,1.60,22.97,
ESO443-024,ESO443-024,,,,195.253292,-32.441306,galaxy,11.84,2.17,23.49,
ESO462-015,ESO462-015,,,,305.807667,-27.714556,galaxy,11.92,1.94,23.48,
ESO494-026,ESO494-026,,,,121.546208,-27.528417,galaxy,11.51,3.38,23.93,
ESO495-021,ESO495-021,,,,129.063042,-26.409389,galaxy,11.83,1.68,22.66,
ESO507-025,ESO507-025,,,,192.882667,-26.452083,galaxy,11.60,2.38,23.45,
ESO556-015,ESO556-015,,,,95.273167,-20.048417,galaxy,11.83,2.38,23.31,
MWSC3156,MWSC3156,,,,295.435042,-33.999472,globular_cluster,11.54,3.90,,
MWSC3171,MWSC3171,,,,296.310000,-8.007222,globular_cluster,7.54,5.40,,
MWSC3561,MWSC3561,,,,326.661833,-21.252611,globular_cluster,11.89,2.70,,
PGC000143,PGC000143,Wolf-Lundmark-Melotte,,,0.492333,-15.460917,galaxy,10.76,7.01,23.91,
PGC003853,PGC003853,,,,16.270333,-6.212389,galaxy,11.69,3.71,24.03,
PGC025886,PGC025886,,,,137.706083,-8.890694,galaxy,11.52,3.29,23.17,
PGC029653,PGC029653,Sextans A,,,152.753333,-4.692778,galaxy,11.77,4.86,24.52,
PGC088608,PGC088608,Sextans Dwarf Spheroidal,,,153.262083,-1.614722,galaxy,10.40,21.11,28.07,
UGC04305,UGC04305,,,,124.770750,70.720028,galaxy,10.75,6.78,24.08,
UGC05373,UGC05373,Sextans B,,,150.000417,5.332222,galaxy,11.51,4.00,23.68,
UGC05470,UGC05470,Leo I,,,152.117083,12.306389,galaxy,10.36,10.13,25.35,
